SAMPLE,AUTHOR,GROUP,RIVER,SITE,VEL,DEPTH,SUB,unassigned,Acroloxidae,Aeshnidae,Ameletidae,Ancylidae,Anthomyiidae,Apataniidae,Aphelocheiridae,Asellidae,Astacidae,Athericidae,Baetidae,Beraeidae,Bithyniidae,Blephariceridae,Brachycentridae,Caenidae,Calamoceratidae,Calopterygidae,Cambaridae,Ceratopogonidae,Chironomidae,Chloroperlidae,Coenagrionidae,Corbiculidae,Cordulegastridae,Corixidae,Crambidae,Culicidae,Curculionidae,Dendrocoelidae,Dixidae,Dolichopodidae,Dreissenidae,Dryopidae,Dugesiidae,Dytiscidae,Ecnomidae,Elmidae,Empididae,Enchytraeidae,Ephemerellidae,Ephemeridae,Ephydridae,Erpobdellidae,Gammaridae,Gerridae,Glossiphoniidae,Glossosomatidae,Goeridae,Gomphidae,Gyrinidae,Haemopidae,Haliplidae,Haplotaxidae,Helophoridae,Heptageniidae,Hirudinidae,Hydrachnidae,Hydraenidae,Hydridae,Hydrobiidae,Hydrochidae,Hydrometridae,Hydrophilidae,Hydropsychidae,Hydroptilidae,Ichneumonidae,Lepidostomatidae,Leptoceridae,Leptophlebiidae,Lestidae,Leuctridae,Libellulidae,Limnephilidae,Limoniidae,Lumbricidae,Lumbriculidae,Lymnaeidae,Melanopsidae,Mesoveliidae,Muscidae,Naididae,Nemouridae,Nepidae,Neritidae,Odontoceridae,Oligoneuriidae,Pediciidae,Perlidae,Perlodidae,Philopotamidae,Phryganeidae,Physidae,Piscicolidae,Planariidae,Planorbidae,Platycnemididae,Polycentropodidae,Potamanthidae,Prosopistomatidae,Psephenidae,Psychodidae,Psychomyiidae,Ptilocolepidae,Pyralidae,Rhagionidae,Rhyacophilidae,Sciomyzidae,Scirtidae,Sericostomatidae,Sialidae,Simuliidae,Siphlonuridae,Sphaeriidae,Stratiomyidae,Tabanidae,Taeniopterygidae,Thaumaleidae,Tipulidae,Tubificidae,Valvatidae,Veliidae,Viviparidae,RICHNESS,EPT,EPT_prop,EPT_abu,OCH,OCH_prop,OCH_abu,EPT_EPTOCH,ABUNDANCE,SHANNON,ASPT,LIFE,FUN_RICHNESS_ALL,FUN_DIVERSITY_ALL,FUN_RICHNESS_ECO,FUN_DIVERSITY_ECO,FUN_RICHNESS_BIO,FUN_DIVERSITY_BIO
Bonada_C04springH2,Bonada,Carpathians,C04,C04_C04,0.22,0.19,Medium,42.85714286,0,0,0,0,0,0,0,0,0,8.571428571,11.42857143,0,0,0,0,0,0,0,0,12.85714286,1642.857143,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,82.85714286,11.42857143,0,0,0,0,0,82.85714286,0,0,8.571428571,5.714285714,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,1.428571429,0,0,0,0,0,0,54.28571429,0,14.28571429,10,0,0,0,0,0,0,0,4.285714286,0,0,20,0,0,0,0,0,0,0,0,5.714285714,1.428571429,0,0,0,0,1.428571429,0,0,0,0,0,1.428571429,0,0,5.714285714,1.428571429,1.428571429,0,4.285714286,1.428571429,0,0,0,0,0,0,0,0,26,10,0.063616869,127.1428572,2,0.042172981,84.28571429,0.833333333,3.300936923,0.892367229,5.888888889,7.611111111,0.0177,0.2007,0.0164,0.2269,0.0104,0.1855
Bonada_C04springH3,Bonada,Carpathians,C04,C04_C04,0.61,0.25,Medium,61.42857143,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,0,0,0,2.857142857,2592.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7142857,81.42857143,0,0,0,0,0,187.1428571,0,0,5.714285714,48.57142857,0,0,0,0,0,0,8.571428571,0,0,2.857142857,0,4.285714286,0,0,0,1.428571429,0,0,0,0,0,0,35.71428571,0,0,4.285714286,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,5.714285714,0,0,0,82.85714286,2.857142857,0,0,0,0,0,7.142857143,0,0,0,0,5.714285714,0,0,4.285714286,0,14.28571429,0,0,1.428571429,0,0,0,0,0,0,0,0,24,10,0.104918033,365.7142857,2,0.031147541,108.5714286,0.833333333,3.542416361,1.157832743,6.25,7.941176471,0.0134,0.2625,0.0127,0.3081,0.0058,0.2316
Bonada_C05autumnH1,Bonada,Carpathians,C05,C05_C05,0.12,0.1,Medium,4.285714286,0,0,0,0,0,0,0,0,0,7.142857143,7.142857143,0,0,0,0,0,0,0,0,1.428571429,42.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,11.42857143,0,0,0,0,0,174.2857143,0,0,1.428571429,0,0,0,0,0,0,0,2.857142857,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,68.57142857,0,28.57142857,11.42857143,0,0,0,0,0,0,0,21.42857143,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,41.42857143,0,0,0,0,4.285714286,0,0,0,0,0,0,0,1.428571429,0,0,0,1.428571429,0,0,0,0,19,7,0.310231023,134.2857143,1,0.00660066,2.857142857,0.875,2.637346752,1.992396223,5.916666667,7.416666667,0.0050,0.5078,0.0063,0.5808,0.0022,0.4536
Bonada_C05autumnH2,Bonada,Carpathians,C05,C05_C05,0.34,0.1,Medium,54.28571429,0,0,0,0,0,0,0,0,0,2.857142857,14.28571429,0,0,0,0,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714,1.428571429,0,0,0,0,0,232.8571429,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,0,121.4285714,0,31.42857143,8.571428571,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.428571429,0,0,0,0,10,0,0,0,0,0,0,1.428571429,7.142857143,0,0,0,4.285714286,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0.439169139,211.4285714,2,0.020771513,10,0.818181818,2.683433021,1.675180392,7,8,0.0033,0.4479,0.0044,0.5102,0.0014,0.4021
Bonada_C05autumnH3,Bonada,Carpathians,C05,C05_C05,0.16,0.16,Coarse,0,0,0,0,0,0,0,0,0,0,8.571428571,21.42857143,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,1.428571429,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,11.42857143,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,41.42857143,0,14.28571429,1.428571429,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,10,1.428571429,0,0,0,2.857142857,0,0,0,0,8.571428571,0,0,0,0,0,0,0,0,0,0,0,17,7,0.292682927,102.8571429,1,0.008130081,2.857142857,0.875,2.547071109,1.584884201,6.416666667,7.75,0.0020,0.3858,0.0032,0.4414,0.0007,0.3451
Bonada_C05springH1,Bonada,Carpathians,C05,C05_C05,0.45,0.2,Coarse,7.142857143,0,0,0,0,0,0,0,0,0,0,81.42857143,0,0,10,0,0,0,0,0,0,142.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571428571,25.71428571,0,0,0,0,0,37.14285714,0,0,0,0,0,0,0,0,0,0,61.42857143,0,0,5.714285714,0,0,0,0,0,0,0,0,0,0,0,0,87.14285714,0,8.571428571,0,0,0,0,0,0,0,0,31.42857143,0,0,0,0,0,10,11.42857143,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,16,9,0.566489362,304.2857143,2,0.026595745,14.28571429,0.818181818,2.73089758,2.21808778,7,8.384615385,0.0010,0.4912,0.0018,0.5596,0.0001,0.4697
Bonada_C05springH2,Bonada,Carpathians,C05,C05_C05,0.39,0.14,Medium,28.57142857,0,0,0,0,0,0,0,0,0,5.714285714,175.7142857,0,0,4.285714286,0,0,0,0,0,5.714285714,98.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.142857143,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,98.57142857,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,74.28571429,0,1.428571429,0,0,0,0,0,0,0,0,90,0,0,0,0,0,4.285714286,20,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,8.571428571,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,18,8,0.742152466,472.8571428,2,0.035874439,22.85714286,0.8,2.804917912,2.114888315,6.769230769,8.153846154,0.0046,0.4543,0.0062,0.5033,0.0006,0.4664
Bonada_C05springH3,Bonada,Carpathians,C05,C05_C05,0.06,0.12,Medium,11.42857143,0,0,0,0,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,1.428571429,161.4285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.1428571,50,0,0,0,0,0,274.2857143,0,0,1.428571429,0,0,0,0,0,0,0,37.14285714,0,0,2.857142857,0,1.428571429,0,0,0,0,0,0,0,0,0,0,104.2857143,0,25.71428571,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,25.71428571,0,0,0,0,5.714285714,0,0,0,0,0,0,1.428571429,0,0,0,0,5.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0.250434783,205.7142857,2,0.146086956,120,0.8,2.915098189,1.92452306,6.333333333,8,0.0034,0.5284,0.0064,0.6215,0.0007,0.4468
Bonada_C06autumnH1,Bonada,Carpathians,C06,C06_C06,0.75,0.18,Medium,8.571428571,0,0,0,0,0,0,0,0,0,4.285714286,50,0,0,0,22.85714286,0,0,0,0,2.857142857,24.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,1.428571429,1.428571429,0,0,0,0,0,12.85714286,0,0,7.142857143,1.428571429,0,0,0,0,0,0,8.571428571,0,0,0,0,11.42857143,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,31.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,35.71428571,5.714285714,0,0,0,5.714285714,0,0,0,0,24.28571429,0,0,0,0,4.285714286,0,0,0,0,0,0,21,10,0.418478261,110,1,0.005434783,1.428571429,0.909090909,2.421368855,2.548349363,7,8.2,0.0029,0.5045,0.0053,0.5625,0.0014,0.4984
Bonada_C06autumnH2,Bonada,Carpathians,C06,C06_C06,0.56,0.12,Medium,5.714285714,0,0,0,0,0,0,0,0,0,32.85714286,15.71428571,0,0,0,25.71428571,0,0,0,0,2.857142857,11.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714,0,0,95.71428571,0,0,0,0,0,0,10,0,0,34.28571429,31.42857143,0,0,0,0,0,0,8.571428571,0,0,1.428571429,0,4.285714286,0,0,0,0,0,0,0,0,0,0,5.714285714,0,1.428571429,75.71428571,0,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,5.714285714,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0.304487179,135.7142857,2,0.217948718,97.14285714,0.846153846,2.650029841,2.399233429,7.214285714,8,0.0050,0.5293,0.0077,0.6107,0.0016,0.4782
Bonada_C06autumnH3,Bonada,Carpathians,C06,C06_C06,0.4,0.08,Medium,0,0,0,0,0,0,0,0,0,0,28.57142857,85.71428571,0,0,0,22.85714286,0,0,0,0,0,68.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.71428571,0,0,0,0,0,0,25.71428571,0,0,0,2.857142857,0,0,0,0,0,0,11.42857143,0,0,8.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,58.57142857,0,0,0,0,15.71428571,0,0,0,0,4.285714286,0,0,0,0,2.857142857,0,0,0,0,0,0,16,9,0.363636364,148.5714286,2,0.181818182,74.28571428,0.818181818,2.612329653,2.231928043,7.153846154,8.076923077,0.0004,0.4971,0.0009,0.5810,0.0001,0.4529
Bonada_C06springH1,Bonada,Carpathians,C06,C06_C06,0.51,0.17,Medium,28.57142857,0,0,0,0,0,0,0,0,0,7.142857143,15.71428571,0,0,0,1.428571429,0,0,0,0,11.42857143,132.8571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.42857143,10,0,1.428571429,0,0,0,0,0,0,1.428571429,10,0,0,0,0,0,0,4.285714286,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,5.714285714,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,1.428571429,0,0,0,0,4.285714286,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,0,0,0,19,9,0.184466019,54.28571429,2,0.17961165,52.85714286,0.818181818,2.470242437,1.976783273,7.083333333,8,0.0019,0.4464,0.0028,0.5072,0.0006,0.4192
Bonada_C06springH2,Bonada,Carpathians,C06,C06_C06,0.62,0.18,Medium,20,0,0,0,0,0,0,0,0,0,54.28571429,22.85714286,0,0,0,0,0,0,0,0,7.142857143,135.7142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.57142857,1.428571429,0,0,0,0,0,5.714285714,0,0,1.428571429,1.428571429,0,0,0,0,0,0,15.71428571,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,2.857142857,0,17.14285714,0,0,10,0,0,0,0,0,0,0,4.285714286,0,0,0,0,0,8.571428571,0,0,0,0,0,2.857142857,0,0,1.428571429,0,0,0,0,0,0,0,0,4.285714286,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,20,10,0.222222222,80,2,0.170634921,61.42857143,0.833333333,2.557507202,2.067623403,7,8,0.0038,0.4987,0.0045,0.5833,0.0016,0.4328
Bonada_C06springH3,Bonada,Carpathians,C06,C06_C06,0.27,0.12,Medium,25.71428571,0,0,0,0,0,0,0,0,0,41.42857143,21.42857143,0,0,0,0,0,0,0,0,5.714285714,288.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.14285714,11.42857143,0,1.428571429,0,0,0,10,0,0,5.714285714,8.571428571,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,31.42857143,0,1.428571429,15.71428571,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,4.285714286,0,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0.168091168,84.28571429,1,0.074074074,37.14285714,0.916666667,2.701074328,1.707636162,7.357142857,8.142857143,0.0026,0.3982,0.0038,0.4623,0.0008,0.3553
Bonada_C07autumnH1,Bonada,Carpathians,C07,C07_C07,0.39,0.14,Coarse,5.714285714,0,0,0,0,0,0,0,0,0,0,72.85714286,0,0,0,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,98.57142857,0,0,44.28571429,7.142857143,0,0,0,0,0,440,0,0,0,1.428571429,0,0,0,0,0,0,30,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,27.14285714,0,8.571428571,1.428571429,0,0,0,0,0,0,0,52.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.1428571,4.285714286,0,0,0,4.285714286,0,0,0,0,2.857142857,0,0,0,0,2.857142857,0,0,0,0,0,0,18,9,0.196969697,204.2857143,1,0.042699725,44.28571429,0.9,3.01625712,1.817653499,6.714285714,7.928571429,0.0012,0.4976,0.0031,0.5783,0.0003,0.4240
Bonada_C07autumnH2,Bonada,Carpathians,C07,C07_C07,0.33,0.12,Medium,1.428571429,0,0,0,0,0,0,0,0,0,0,57.14285714,0,0,0,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,65.71428571,0,0,71.42857143,1.428571429,0,0,0,0,0,177.1428571,0,0,0,1.428571429,0,0,0,0,0,0,72.85714286,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,80,0,12.85714286,7.142857143,0,0,8.571428571,0,0,0,0,21.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,2.857142857,0,0,0,5.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0.431654676,257.1428571,1,0.119904077,71.42857143,0.9,2.775766435,2.111923232,6.846153846,7.692307692,0.0018,0.5352,0.0034,0.6254,0.0002,0.4611
Bonada_C07autumnH3,Bonada,Carpathians,C07,C07_C07,0.16,0.12,Medium,15.71428571,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,84.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,55.71428571,0,0,88.57142857,2.857142857,0,0,0,0,0,195.7142857,0,0,0,8.571428571,0,0,0,0,0,0,20,0,0,0,0,55.71428571,0,0,0,0,0,0,0,0,0,0,72.85714286,0,57.14285714,2.857142857,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,4.285714286,0,0,0,0,0,0,0,0,0,0,0,15.71428571,0,0,0,0,5.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0.282208589,197.1428572,1,0.126789366,88.57142857,0.888888889,2.844832064,2.233119066,6.75,7.833333333,0.0008,0.5633,0.0024,0.6429,0.0003,0.4972
Bonada_C07springH1,Bonada,Carpathians,C07,C07_C07,0.13,0.09,Medium,67.14285714,0,0,0,0,0,0,0,0,0,1.428571429,14.28571429,0,0,1.428571429,0,0,0,0,0,2.857142857,65.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857143,4.285714286,0,0,0,0,0,161.4285714,0,0,0,0,0,0,0,0,0,0,91.42857143,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,20,0,8.571428571,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285714286,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0.324590164,141.4285714,1,0.026229508,11.42857143,0.857142857,2.640197399,1.886612874,6.090909091,8.2,0.0025,0.5163,0.0032,0.5796,0.0011,0.4685
Bonada_C07springH2,Bonada,Carpathians,C07,C07_C07,0.28,0.15,Medium,1.428571429,0,0,0,0,0,1.428571429,0,0,0,0,95.71428571,0,0,0,0,0,0,0,0,0,55.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1.428571429,0,0,0,0,0,47.14285714,0,0,0,2.857142857,0,0,0,0,0,0,52.85714286,0,0,0,0,15.71428571,0,0,0,0,0,0,0,0,0,0,17.14285714,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,5.714285714,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0.510204082,178.5714286,1,0.142857143,50,0.888888889,2.545307116,1.98637493,6.416666667,8.181818182,0.0004,0.4786,0.0011,0.5332,0.0001,0.4732
Bonada_C07springH3,Bonada,Carpathians,C07,C07_C07,0.34,0.2,Medium,2.857142857,0,0,0,0,0,1.428571429,0,0,0,0,147.1428571,0,0,7.142857143,0,0,0,0,0,0,82.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28571429,0,0,0,0,0,0,114.2857143,0,0,0,2.857142857,0,0,0,0,0,0,115.7142857,0,0,0,0,21.42857143,0,0,0,0,0,0,0,0,0,0,25.71428571,0,0,0,0,0,0,0,0,0,0,8.571428571,0,0,0,0,0,0,18.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0.556097561,325.7142857,1,0.058536585,34.28571429,0.888888889,2.768426663,1.998133772,6.727272727,8.8,0.0001,0.4881,0.0002,0.5415,0.0000,0.4797
Bonada_C08autumnH1,Bonada,Carpathians,C08,C08_C08,0.3,0.15,Medium,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,15.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8571429,0,0,2.857142857,0,0,0,52.85714286,0,0,10,1.428571429,0,0,0,0,0,0,25.71428571,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,5.714285714,0,0,0,0,0,4.285714286,14.28571429,0,0,0,7.142857143,0,0,1.428571429,0,1.428571429,0,0,0,0,4.285714286,0,0,0,0,0,0,18,10,0.367149758,108.5714286,2,0.352657005,104.2857143,0.833333333,2.472338457,2.08231763,7.428571429,8.642857143,0.0019,0.4910,0.0027,0.5776,0.0011,0.4289
Bonada_C08autumnH2,Bonada,Carpathians,C08,C08_C08,0.3,0.2,Medium,28.57142857,0,0,0,0,0,0,0,0,0,0,1492.857143,22.85714286,0,0,0,0,0,0,0,7.142857143,52.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.2857143,0,0,107.1428571,0,0,0,655.7142857,0,0,75.71428571,22.85714286,0,0,0,0,0,0,221.4285714,0,0,22.85714286,0,0,0,0,0,61.42857143,0,0,0,0,0,0,235.7142857,0,0,7.142857143,0,0,0,0,0,0,0,130,0,0,7.142857143,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,22.85714286,0,0,0,0,91.42857143,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,20,12,0.613991477,2470,2,0.168323864,677.1428572,0.857142857,3.604642554,2.038790479,7.4,9.125,0.0020,0.4472,0.0039,0.5140,0.0013,0.4233
Bonada_C08autumnH3,Bonada,Carpathians,C08,C08_C08,1.1,0.2,Coarse,24.28571429,0,0,0,0,0,0,0,0,0,0,107.1428571,0,0,0,2.857142857,0,0,0,0,17.14285714,55.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.1428571,2.857142857,0,0,0,0,0,340,0,0,2.857142857,1.428571429,0,0,0,0,0,0,57.14285714,0,0,5.714285714,0,0,34.28571429,0,0,245.7142857,0,0,0,0,0,0,80,0,1.428571429,5.714285714,0,0,0,0,0,0,0,45.71428571,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,68.57142857,102.8571429,0,0,0,2.857142857,0,0,0,0,257.1428571,0,0,0,0,0,0,0,0,0,0,0,22,11,0.350269438,650,3,0.246343341,457.1428571,0.785714286,3.268745079,2.283169831,6.6,8.5,0.0041,0.5199,0.0051,0.6001,0.0020,0.4666
Bonada_C08springH1,Bonada,Carpathians,C08,C08_C08,0.66,0.21,Medium,11.42857143,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5.714285714,51.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,124.2857143,8.571428571,0,77.14285714,0,0,0,72.85714286,0,0,5.714285714,2.857142857,0,0,0,0,0,0,32.85714286,0,0,8.571428571,0,0,0,0,0,15.71428571,0,0,0,0,0,0,7.142857143,0,0,1.428571429,0,0,0,0,0,0,0,5.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0.39047619,175.7142857,2,0.295238095,132.8571429,0.818181818,2.654176542,2.174065851,6.909090909,8.307692308,0.0021,0.4887,0.0030,0.5888,0.0004,0.4193
Bonada_C08springH2,Bonada,Carpathians,C08,C08_C08,0.59,0.29,Medium,37.14285714,0,0,0,0,0,0,0,0,0,7.142857143,1.428571429,0,0,0,0,0,0,0,0,11.42857143,17.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.8571429,0,0,32.85714286,0,0,0,52.85714286,0,0,12.85714286,2.857142857,0,0,0,0,0,0,7.142857143,0,0,1.428571429,0,1.428571429,0,0,0,8.571428571,0,0,0,0,0,0,12.85714286,0,0,2.857142857,0,0,0,0,0,0,0,4.285714286,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,18.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0.316872428,110,2,0.41563786,144.2857143,0.846153846,2.541757489,2.091634712,6.928571429,8.333333333,0.0019,0.4784,0.0034,0.5693,0.0020,0.4071
Bonada_C08springH3,Bonada,Carpathians,C08,C08_C08,0.63,0.12,Medium,42.85714286,0,0,0,0,0,0,0,0,0,0,31.42857143,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,180,8.571428571,0,32.85714286,0,0,0,110,0,0,8.571428571,0,0,0,0,0,0,0,24.28571429,0,0,22.85714286,0,0,0,0,0,54.28571429,0,0,0,0,0,0,12.85714286,0,0,0,0,0,0,0,0,0,0,1.428571429,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,0,0,5.714285714,0,0,0,0,0,0,0,0,0,0,0,16,8,0.309711286,168.5714286,2,0.372703412,202.8571429,0.8,2.73662412,2.114963872,6.333333333,8.071428571,0.0008,0.4941,0.0013,0.5996,0.0001,0.4085
Bonada_C09autumnH1,Bonada,Carpathians,C09,C09_C09,0.39,0.09,Medium,18.57142857,0,0,0,1.428571429,0,0,0,0,0,0,481.4285714,0,0,0,0,0,0,0,0,0,154.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,38.57142857,0,0,18.57142857,18.57142857,0,270,0,0,0,1445.714286,0,0,0,0,0,0,0,0,0,0,2217.142857,0,0,18.57142857,0,18.57142857,0,0,0,0,0,0,0,0,0,0,1118.571429,0,360,18.57142857,0,0,0,0,0,0,0,365.7142857,0,0,0,0,0,0,18.57142857,1.428571429,0,0,0,0,0,0,0,0,0,0,38.57142857,0,0,0,1.428571429,62.85714286,0,0,0,0,38.57142857,0,0,0,0,0,0,4.285714286,0,0,0,0,22,9,0.729459344,4895.714286,2,0.00553427,37.14285714,0.818181818,3.826879677,1.956275526,6.5625,8.117647059,0.0065,0.4450,0.0098,0.5116,0.0015,0.4259
Bonada_C09autumnH2,Bonada,Carpathians,C09,C09_C09,0.4,0.14,Medium,5.714285714,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,1.428571429,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142857143,4.285714286,0,0,0,0,0,564.2857143,0,0,4.285714286,4.285714286,0,0,0,0,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857,0,0,35.71428571,0,354.2857143,11.42857143,0,0,0,0,0,0,0,44.28571429,0,0,0,0,0,0,0,0,0,0,0,5.714285714,0,0,0,0,0,0,1.428571429,0,0,0,0,5.714285714,0,0,5.714285714,0,0,0,0,0,0,2.857142857,0,1.428571429,0,0,0,0,20,11,0.481212121,567.1428572,1,0.006060606,7.142857143,0.916666667,3.071724245,1.540846471,7.2,7.666666667,0.0028,0.4142,0.0036,0.4879,0.0010,0.3588
